running,avg_speed,avg_size,avg_energy,avg_age,avg_vision,trees,entities,avg_apples
True,5.0,6.0,95.20000000000033,0.8000000000000016,75.0,50,50,0.0
True,5.0,6.0,95.10000000000032,0.8166666666666678,75.0,50,50,0.0
True,5.0,6.0,95.00000000000031,0.833333333333335,75.0,50,50,0.0
True,5.0,6.0,94.90000000000023,0.8500000000000013,75.0,50,50,0.0
True,5.0,6.0,94.80000000000022,0.8666666666666673,75.0,50,50,0.0
True,5.0,6.0,94.70000000000034,0.8833333333333335,75.0,50,50,0.0
True,5.0,6.0,94.60000000000035,0.9000000000000006,75.0,50,50,0.0
True,5.0,6.0,94.50000000000033,0.9166666666666689,75.0,50,50,0.0
True,5.0,6.0,94.40000000000043,0.9333333333333351,75.0,50,50,0.0
True,5.0,6.0,94.30000000000025,0.9500000000000023,75.0,50,50,0.0
True,5.0,6.0,94.20000000000034,0.9666666666666685,75.0,50,50,0.0
True,5.0,6.0,94.10000000000035,0.9833333333333344,75.0,50,50,0.0
True,5.0,6.0,94.00000000000037,1.0000000000000007,75.0,50,50,0.0
True,5.0,6.0,93.90000000000046,1.0166666666666675,75.0,50,50,0.0
True,5.0,6.0,93.80000000000027,1.0333333333333337,75.0,50,50,0.0
True,5.0,6.0,93.70000000000036,1.050000000000002,75.0,50,50,0.0
True,5.0,6.0,93.60000000000036,1.0666666666666684,75.0,50,50,0.0
True,5.0,6.0,93.50000000000037,1.083333333333335,75.0,50,50,0.0
True,5.0,6.0,93.40000000000046,1.1000000000000012,75.0,50,50,0.0
True,5.0,6.0,93.30000000000027,1.1166666666666674,75.0,50,50,0.0
True,5.0,6.0,93.20000000000036,1.1333333333333335,75.0,50,50,0.0
True,5.0,6.0,93.10000000000038,1.1500000000000001,75.0,50,50,0.0
True,5.0,6.0,93.0000000000004,1.166666666666666,75.0,50,50,0.0
True,5.0,6.0,92.90000000000046,1.1833333333333353,75.0,50,50,0.0
True,5.0,6.0,92.8000000000003,1.2000000000000015,75.0,50,50,0.0
True,5.0,6.0,92.7000000000004,1.2166666666666681,75.0,50,50,0.0
True,5.0,6.0,92.60000000000038,1.233333333333334,75.0,50,50,0.0
True,5.0,6.0,92.5000000000004,1.2500000000000002,75.0,50,50,0.0
True,5.0,6.0,92.4000000000005,1.2666666666666662,75.0,50,50,0.0
True,5.0,6.0,92.3000000000005,1.2833333333333328,75.0,50,50,0.0
True,5.0,6.0,92.20000000000041,1.299999999999999,75.0,50,50,0.0
True,5.0,6.0,92.1000000000004,1.316666666666668,75.0,50,50,0.0
True,5.0,6.0,92.0000000000004,1.333333333333334,75.0,50,50,0.0
True,5.0,6.0,91.9000000000005,1.3500000000000005,75.0,50,50,0.0
True,5.0,6.0,91.8000000000005,1.3666666666666665,75.0,50,50,0.0
